species_name,class,taxon,max_depth,max_length,lat_span_degrees,t_mean,chl_mean,biogeog
Acropora abrotanoides,Anthozoa,Coral,15,35,21.40606,24.85125816,0.34991652,tropical
Acropora austera,Anthozoa,Coral,20,30,21.55789,26.16257518,0.336526313,tropical
Acropora cerealis,Anthozoa,Coral,30,30,19.96856,27.07357555,0.365417606,tropical
Acropora cytherea,Anthozoa,Coral,25,20,21.44688,26.80740657,0.460798925,tropical
Acropora digitifera,Anthozoa,Coral,15,20,21.68107,26.11263221,0.4653716,tropical
Acropora florida,Anthozoa,Coral,35,15,19.46226,27.19495495,0.494646429,tropical
Acropora gemmifera,Anthozoa,Coral,50,30,20.00657,26.82264154,0.378988628,tropical
Acropora humilis,Anthozoa,Coral,10,15,19.81209,27.15564106,0.409156438,tropical
Acropora hyacinthus,Anthozoa,Coral,36,50,21.58778,26.84395053,0.450420656,tropical
Acropora intermedia,Anthozoa,Coral,18,40,19.85722,26.24887504,0.497029212,tropical
Acropora longicyathus,Anthozoa,Coral,20,40,13.92422,26.92082734,0.416370621,tropical
Acropora loripes,Anthozoa,Coral,25,20,13.25494,27.32857145,0.364324676,tropical
Acropora millepora,Anthozoa,Coral,12,20,20.06635,26.66651572,0.550337251,tropical
Acropora muricata,Anthozoa,Coral,30,50,19.47647,26.51958668,0.485356493,tropical
Acropora nasuta,Anthozoa,Coral,15,20,19.93805,26.53092099,0.410177637,tropical
Acropora tenuis,Anthozoa,Coral,20,15,13.56196,26.91710866,0.523543753,tropical
Acropora valida,Anthozoa,Coral,51,20,21.59844,25.72740671,0.463033621,tropical
Astrea curta,Anthozoa,Coral,45,2,21.7981,24.61809422,0.374246269,tropical
Astreopora myriophthalma,Anthozoa,Coral,20,10,19.44778,26.9849224,0.391443226,tropical
Coscinaraea columna,Anthozoa,Coral,38,8,21.79937,25.96029728,0.271404238,tropical
Diploastrea heliopora,Anthozoa,Coral,56,5,10.13865,27.42328188,0.448284891,tropical
Echinopora lamellosa,Anthozoa,Coral,35,5,13.53008,27.32634256,0.453603302,tropical
Favia favus,Anthozoa,Coral,50,15,19.9834,25.81871038,0.480277107,tropical
Favia pallida,Anthozoa,Coral,30,12,21.59367,26.83366473,0.372012165,tropical
Favia stelligera,Anthozoa,Coral,20,15,13.94748,27.17753657,0.357328138,tropical
Favites abdita,Anthozoa,Coral,15,12,21.51318,26.81470971,0.371480042,tropical
Galaxea fascicularis,Anthozoa,Coral,25,5,12.7581,27.22052167,0.511335353,tropical
Goniastrea australensis,Anthozoa,Coral,40,10,21.46843,23.36165888,0.414420237,tropical
Goniastrea edwardsi,Anthozoa,Coral,30,8,13.94748,27.23500028,0.388527329,tropical
Goniastrea pectinata,Anthozoa,Coral,40,8,19.96213,27.32886588,0.369951638,tropical
Goniastrea retiformis,Anthozoa,Coral,30,25,13.21961,27.72347242,0.416956075,tropical
Isopora brueggemanni,Anthozoa,Coral,15,10,19.21545,28.00158406,0.477859507,tropical
Isopora cuneata,Anthozoa,Coral,15,10,21.30939,23,0.261963684,tropical
Isopora palifera,Anthozoa,Coral,30,12,19.9997,26.86313383,0.324571985,tropical
Leptoria phrygia,Anthozoa,Coral,40,5,20.00666,26.12076266,0.352302763,tropical
Lobophyllia hemprichii,Anthozoa,Coral,50,5,19.48266,26.61583301,0.470689084,tropical
Merulina ampliata,Anthozoa,Coral,40,10,13.54715,27.17511452,0.446039499,tropical
Millepora dichotoma,Anthozoa,Coral,15,30,13.29665,26.1862715,0.337414005,tropical
Millepora exaesa,Anthozoa,Coral,50,15,13.57584,27.22049367,0.355906338,tropical
Montipora crassituberculata,Anthozoa,Coral,20,20,13.94799,26.00210442,0.522571507,tropical
Montipora grisea,Anthozoa,Coral,20,2,13.94799,27.34370246,0.377621186,tropical
Montipora tuberculosa,Anthozoa,Coral,52,2,13.20784,27.83353126,0.538628474,tropical
Pavona varians,Anthozoa,Coral,80,8,19.96207,27.38596574,0.373776935,tropical
Platygyra daedalea,Anthozoa,Coral,30,30,21.43377,24.77665539,0.482882009,tropical
Pocillopora damicornis,Anthozoa,Coral,60,35,21.79937,25.77577793,0.400393947,tropical
Pocillopora meandrina,Anthozoa,Coral,40,25,13.03621,27.45328235,0.377578759,tropical
Pocillopora verrucosa,Anthozoa,Coral,60,35,13.2927,27.21796648,0.335015006,tropical
Porites cylindrica,Anthozoa,Coral,20,2,13.94748,27.52521363,0.414034897,tropical
Porites heronensis,Anthozoa,Coral,5,2,8.57519,23,0.353807735,tropical
Porites lichen,Anthozoa,Coral,30,2,21.48287,26.34488678,0.330889058,tropical
Porites rus,Anthozoa,Coral,20,15,19.48266,27.46315255,0.419250757,tropical
Porites vaughani,Anthozoa,Coral,65,5,13.94052,26.84631001,0.338650541,tropical
Seriatopora caliendrum,Anthozoa,Coral,25,15,21.57737,25.60173435,0.387089521,tropical
Seriatopora hystrix,Anthozoa,Coral,20,30,21.57737,27.42535319,0.423855734,tropical
Stylophora pistillata,Anthozoa,Coral,70,15,21.80506,26.31978353,0.384787317,tropical
Fromia monilis,Asteroidea,Invertebrate,40,7,18.82302,27.25377706,0.528858746,tropical
Linckia multifora,Asteroidea,Invertebrate,46,5,19.99154,26.06777624,0.558832247,tropical
Fromia indica,Asteroidea,Invertebrate,25,7,19.03606,26.14049813,0.581469197,tropical
Tosia magnifica,Asteroidea,Invertebrate,200,9,10.49518,15.22747713,1.287188689,cool
Meridiastra calcar,Asteroidea,Invertebrate,10,10,11.20076,15.25843312,1.331364774,cool
Echinaster luzonicus,Asteroidea,Invertebrate,60,10,20.38618,26.00864145,0.620125265,tropical
Tosia australis,Asteroidea,Invertebrate,40,10,14.8152,16.05272935,1.097073756,cool
Nectria macrobrachia,Asteroidea,Invertebrate,180,12,9.14886,16.29925938,0.784093512,cool
Culcita novaeguineae,Asteroidea,Invertebrate,40,12.5,20.07814,26.82831273,0.602242815,tropical
Meridiastra gunnii,Asteroidea,Invertebrate,15,13,12.92075,16.28134235,1.09267353,cool
Pseudonepanthia troughtoni,Asteroidea,Invertebrate,70,14,10.55276,16.73153545,0.76830983,cool
Nectria saoria,Asteroidea,Invertebrate,30,14,6.70267,17.71803277,0.708961295,warm
Pentagonaster dubeni,Asteroidea,Invertebrate,200,15,31.65861,17.66427672,0.975912887,warm
Nectria pedicelligera,Asteroidea,Invertebrate,240,15,11.28717,16.31018067,0.999445587,cool
Linckia guildingi,Asteroidea,Invertebrate,29,31,21.61256,22.75763153,0.462940869,warm
Petricia vernicina,Asteroidea,Invertebrate,60,18,31.33811,16.9613051,0.949830271,cool
Astrostole scabra,Asteroidea,Invertebrate,146,44,6.01203,14.54874714,1.470644001,cool
Fromia polypora,Asteroidea,Invertebrate,30,22,25.16697,17.40798094,0.971878555,cool
Linckia laevigata,Asteroidea,Invertebrate,60,22,21.66824,26.55818521,0.550026239,tropical
Uniophora granifera,Asteroidea,Invertebrate,30,24,13.37835,16.71762682,1.176451904,cool
Plectaster decanus,Asteroidea,Invertebrate,200,24,12.2691,17.58354504,0.908278617,warm
Nectria ocellata,Asteroidea,Invertebrate,240,26,13.20933,15.61762622,1.08742739,cool
Ophidiaster confertus,Asteroidea,Invertebrate,50,30,7.67351,21.82643013,0.737491333,warm
Echinaster arcystatus,Asteroidea,Invertebrate,40,36,10.80763,16.62499256,0.853516616,cool
Nardoa variolata,Asteroidea,Invertebrate,14.4,44,2.96649,24.76987046,1.312727552,tropical
Coscinasterias muricata,Asteroidea,Invertebrate,150,50,14.75154,17.25357908,1.123868965,cool
Acanthaster planci,Asteroidea,Invertebrate,65,80,21.89477,25.82143635,0.640462822,tropical
Tridacna crocea,Bivalvia,Invertebrate,20,15,21.6438,26.88723331,0.431943985,tropical
Tridacna derasa,Bivalvia,Invertebrate,20,52,20.05168,26.82759553,0.369093455,tropical
Tridacna gigas,Bivalvia,Invertebrate,35,137,13.65258,27.21242301,0.374931137,tropical
Tridacna maxima,Bivalvia,Invertebrate,35,35,21.67468,26.41913692,0.529372203,tropical
Tridacna squamosa,Bivalvia,Invertebrate,26,41,14.02089,26.95111898,0.58071622,tropical
Octopus tetricus,Cephalopoda,Invertebrate,30,80,13.21575,19.89567249,1.158697262,warm
Sepia apama,Cephalopoda,Invertebrate,100,80,12.61023,18.21844273,0.994311852,warm
Sepia mestus,Cephalopoda,Invertebrate,25,20,7.52459,20.25653519,1.099962447,warm
Sepia plangon,Cephalopoda,Invertebrate,85,13,10.76119,20.25196873,1.082629104,warm
Cenolia trichoptera,Crinoidea,Invertebrate,70,46,14.68105,17.50395053,1.004472075,warm
Comanthus tasmaniae,Crinoidea,Invertebrate,63,30,11.63271,15.26988669,1.085736246,cool
Comanthus wahlbergi,Crinoidea,Invertebrate,103,8,2.788,21.68814321,0.228423896,warm
Oxycomanthus bennetti,Crinoidea,Invertebrate,45,35,22.86212,26.89541361,0.490953791,tropical
Tropiometra afra,Crinoidea,Invertebrate,110,44,25.12562,23.61683081,0.718395699,tropical
Himerometra robustipinna,Crinoidea,Invertebrate,57,23,21.75873,25.95494893,0.414372146,tropical
Ptilometra australis,Crinoidea,Invertebrate,110,15,2.88149,20.9187291,1.446596156,warm
Goniocidaris tubaria,Echinoidea,Invertebrate,630,6,13.58167,16.71908031,1.244217355,cool
Phyllacanthus irregularis,Echinoidea,Invertebrate,20,11,6.90117,19.02117242,0.635965758,warm
Phyllacanthus parvispinus,Echinoidea,Invertebrate,80,9,11.69039,20.17711827,1.055366548,warm
Prionocidaris callista,Echinoidea,Invertebrate,275,7,10.81627,21.72002992,0.70555255,warm
Centrostephanus rodgersii,Echinoidea,Invertebrate,35,10,17.45408,19.15038803,1.032296558,warm
Centrostephanus tenuispinus,Echinoidea,Invertebrate,104,9,12.64441,19.81935674,0.677913932,warm
Diadema savignyi,Echinoidea,Invertebrate,70,8,25.2478,23.21722081,0.573513516,tropical
Diadema setosum,Echinoidea,Invertebrate,360,8,20.41241,26.36807752,0.756652895,tropical
Echinometra mathaei,Echinoidea,Invertebrate,34,8.5,25.18546,25.37024979,0.485891581,tropical
Echinostrephus aciculatus,Echinoidea,Invertebrate,50,2.2,23.84831,25.74889457,0.468853504,tropical
Heliocidaris erythrogramma,Echinoidea,Invertebrate,35,9,17.40101,17.40345522,1.046075861,cool
Heliocidaris tuberculata,Echinoidea,Invertebrate,10,11.5,11.72096,20.17214281,0.939631987,warm
Amblypneustes ovum,Echinoidea,Invertebrate,70,6,17.25299,16.9389707,1.09100573,cool
Holopneustes inflatus,Echinoidea,Invertebrate,30,7,10.7377,15.4142476,1.307533552,cool
Holopneustes porosissimus,Echinoidea,Invertebrate,15,7,10.72651,18.70321196,0.849375768,warm
Holopneustes purpurascens,Echinoidea,Invertebrate,8,6,6.94005,18.73625675,1.308828541,warm
Holopneustes sp. (red),Echinoidea,Invertebrate,6.1,6,5.60315,18.80914095,0.794677111,warm
Pseudoboletia indiana,Echinoidea,Invertebrate,100,10,8.46328,20.51149454,1.108445491,warm
Tripneustes gratilla,Echinoidea,Invertebrate,75,15,21.59635,22.13417235,0.825101383,warm
Echinothrix calamaris,Echinoidea,Invertebrate,90,7,20.09621,25.18444297,0.581869565,tropical
Cronia avellana,Gastropoda,Invertebrate,5,4,8.28856,21.0017086,0.665874399,warm
Rhinoclavis bituberculata,Gastropoda,Invertebrate,12,6,13.39538,21.32399972,0.607157328,warm
Penion mandarinus,Gastropoda,Invertebrate,600,18,9.58702,15.47415504,1.290984022,cool
Campanile symbolicum,Gastropoda,Invertebrate,40,23,4.37834,20.86818877,0.557697546,warm
Cerithium echinatum,Gastropoda,Invertebrate,30,8,19.91559,25.43938965,0.670030913,tropical
Ceratosoma amoenum,Gastropoda,Invertebrate,30,6,20.14648,18.68765174,1.269156286,warm
Ceratosoma brevicaudatum,Gastropoda,Invertebrate,100,15,13.5501,17.03941603,1.188570571,cool
Chromodoris westraliensis,Gastropoda,Invertebrate,18,6,14.67714,21.18211955,0.807136939,warm
Doriprismatica atromarginata,Gastropoda,Invertebrate,28,5,25.08342,21.54985636,1.041885286,warm
Goniobranchus splendidus,Gastropoda,Invertebrate,25,4.9,12.76355,20.40165139,0.92978824,warm
Goniobranchus tasmaniensis,Gastropoda,Invertebrate,60,7,10.59843,17.26955881,1.507680744,cool
Hypselodoris bennetti,Gastropoda,Invertebrate,34,6,9.2021,18.96376748,1.078290489,warm
Conus anemone,Gastropoda,Invertebrate,40,10.5,13.30104,16.83894273,1.129074457,cool
Aphelodoris varia,Gastropoda,Invertebrate,30,7.6,13.06319,19.86545424,1.429257173,warm
Doris chrysoderma,Gastropoda,Invertebrate,30,5,11.01392,18.03189034,1.187396862,warm
Pteraeolidia ianthina,Gastropoda,Invertebrate,35,15,28.0495,20.18195051,0.914276085,warm
Fusinus australis,Gastropoda,Invertebrate,40,13,13.1731,17.30337011,1.28041899,cool
Pleuroploca australasia,Gastropoda,Invertebrate,100,15,13.4235,16.22455431,1.126802765,cool
Scutus antipodes,Gastropoda,Invertebrate,20,10,13.21584,17.31081036,1.097659922,cool
Sagaminopteron ornatum,Gastropoda,Invertebrate,20,2.5,13.10881,17.56229425,0.8418145,warm
Haliotis laevigata,Gastropoda,Invertebrate,40,23,10.79607,16.14728688,0.827952541,cool
Haliotis roei,Gastropoda,Invertebrate,20,12,5.3711,19.06821855,0.772501214,warm
Haliotis rubra,Gastropoda,Invertebrate,40,22,13.25118,16.37861322,1.072298948,cool
Haliotis scalaris,Gastropoda,Invertebrate,50,12,10.97755,17.65159036,1.020757953,warm
Coriocella nigra,Gastropoda,Invertebrate,15,8,21.59443,23.10382485,0.366508335,tropical
Mitra glabra,Gastropoda,Invertebrate,20,10.3,10.81135,17.69484848,1.336610178,warm
Agnewia tritoniformis,Gastropoda,Invertebrate,25,3,13.4303,18.16804612,1.414165383,warm
Dicathais orbita,Gastropoda,Invertebrate,10,7.5,17.50018,17.68330427,0.980216026,warm
Drupella cornus,Gastropoda,Invertebrate,75,3.8,22.07445,25.23919125,0.644798104,tropical
Pterynotus triformis,Gastropoda,Invertebrate,40,11,12.93174,17.01349263,1.262777761,cool
Phasianella australis,Gastropoda,Invertebrate,5,10,10.96618,16.33583819,1.299971077,cool
Phasianella ventricosa,Gastropoda,Invertebrate,6,4.9,12.43007,16.695604,0.983696616,cool
Phyllidia coelestis,Gastropoda,Invertebrate,25,6,13.62005,26.96760808,0.651726241,tropical
Phyllidiella pustulosa,Gastropoda,Invertebrate,12,4.5,25.20933,25.25057917,0.626464549,tropical
Cabestana spengleri,Gastropoda,Invertebrate,20,17,16.231,17.62951818,1.114811993,warm
Charonia lampas,Gastropoda,Invertebrate,200,24,13.51048,18.20334735,1.081754589,warm
Monoplex parthenopeus,Gastropoda,Invertebrate,30,15,22.82588,19.21671235,1.152236793,warm
Ranella australasia,Gastropoda,Invertebrate,200,11,15.0287,18.30167497,1.072887981,warm
Sassia parkinsonia,Gastropoda,Invertebrate,150,5,13.15818,19.06532112,1.563189564,warm
Phasianotrochus eximius,Gastropoda,Invertebrate,8,4,13.06844,16.16305247,1.235602804,cool
Tectus pyramis,Gastropoda,Invertebrate,17,4,22.05899,26.12715422,0.565673142,tropical
Astralium aureum,Gastropoda,Invertebrate,5,1.8,13.21221,17.05442286,1.359201517,cool
Astralium squamiferum,Gastropoda,Invertebrate,5,3,14.0995,18.32269249,1.156477095,warm
Astralium tentoriiforme,Gastropoda,Invertebrate,12,6,15.92108,19.37462986,1.151927693,warm
Astralium tentorium,Gastropoda,Invertebrate,11,4.7,21.21657,21.28205491,0.966531457,warm
Turbo argyrostomus,Gastropoda,Invertebrate,30,8,18.89553,25.98918983,0.554354492,tropical
Turbo cepoides,Gastropoda,Invertebrate,21,10,5.66629,21.49942047,0.514320004,warm
Turbo imperialis,Gastropoda,Invertebrate,15,7.5,3.97395,21.42044679,1.196707046,warm
Turbo jourdani,Gastropoda,Invertebrate,40,20,5.6201,20.34579006,0.595409355,warm
Turbo kenwilliamsi,Gastropoda,Invertebrate,40,8,6.01105,20.79749261,0.632854653,warm
Turbo militaris,Gastropoda,Invertebrate,7,15,5.31077,21.14908474,1.227577945,warm
Turbo torquatus,Gastropoda,Invertebrate,20,9.8,8.26661,19.50761145,0.791847622,warm
Turbo undulatus,Gastropoda,Invertebrate,10,5,13.61286,16.24641769,1.091805768,cool
Chelidonura inornata,Gastropoda,Invertebrate,10,3,21.79937,24.80158171,0.428437522,tropical
Coryphellina rubrolineata,Gastropoda,Invertebrate,32,4,26.26137,21.02499745,1.085791582,warm
Bohadschia argus,Holothuroidea,Invertebrate,45,22,19.62921,27.00946885,0.413526095,tropical
Holothuria atra,Holothuroidea,Invertebrate,30,50,21.65703,25.75731085,0.673250861,tropical
Holothuria edulis,Holothuroidea,Invertebrate,20,25,20.08659,26.96921786,0.695995298,tropical
Holothuria leucospilota,Holothuroidea,Invertebrate,19,50,21.78895,24.70402588,0.725568921,tropical
Holothuria whitmaei,Holothuroidea,Invertebrate,18,50,21.55233,25.19783387,0.376281432,tropical
Australostichopus mollis,Holothuroidea,Invertebrate,140,20,13.4797,17.31345698,1.122306057,cool
Stichopus chloronotus,Holothuroidea,Invertebrate,20,25,21.66824,26.20120188,0.578269029,tropical
Stichopus ludwigi,Holothuroidea,Invertebrate,25,13,13.07208,19.71271906,1.362624878,warm
Thelenota ananas,Holothuroidea,Invertebrate,20,60,20.32861,26.98216388,0.367545268,tropical
Thuridilla gracilis,Holothuroidea,Invertebrate,16,2.5,13.56573,27.03140214,0.305380999,tropical
Bohadschia graeffei,Holothuroidea,Invertebrate,20,40,11.19928,27.54092227,0.447199055,tropical
Dardanus lagopodes,Malacostraca,Invertebrate,120,6,22.75976,26.08507384,0.434108178,tropical
Paguristes frontalis,Malacostraca,Invertebrate,8,8,10.83326,17.04347517,0.901243415,cool
Paguristes purpureantennatus,Malacostraca,Invertebrate,10,8,8.19657,20.91722445,1.082625506,warm
Strigopagurus strigimanus,Malacostraca,Invertebrate,220,13,13.52378,15.3111533,1.195495335,cool
Calcinus minutus,Malacostraca,Invertebrate,32,2.5,22.06749,27.12600838,0.440830204,tropical
Pagurus sinuatus,Malacostraca,Invertebrate,20,6,6.98395,20.75132949,0.979437411,warm
Jasus edwardsii,Malacostraca,Invertebrate,200,46,11.25114,15.61137223,1.11185447,cool
Panulirus cygnus,Malacostraca,Invertebrate,180,40,12.19367,20.77835314,0.803681045,warm
Panulirus longipes,Malacostraca,Invertebrate,122,30,10.77966,21.94377465,0.296505217,warm
Plagusia chabrus,Malacostraca,Invertebrate,8,7,13.7164,16.46191441,1.020600079,cool
Nectocarcinus integrifrons,Malacostraca,Invertebrate,20,8,10.42148,16.24274323,1.597097402,cool
Nectocarcinus tuberculosus,Malacostraca,Invertebrate,50,9,12.89115,15.82455784,1.092138481,cool
Stenopus hispidus,Malacostraca,Invertebrate,112,9,24.06561,22.63698281,0.670060038,warm
Cladostephus spongiosus,Brown algae,Macroalgae,5,20,9.62737,15.44850837,1.420951872,cool
Distromium flabellatum,Brown algae,Macroalgae,8,30,12.58611,17.51877175,0.908553228,warm
Dictyopteris muelleri,Brown algae,Macroalgae,50,40,13.34605,17.07590424,1.079517925,cool
Exallosorus olsenii,Brown algae,Macroalgae,20,15,8.86581,15.97098812,1.208821373,cool
Lobophora variegata,Brown algae,Macroalgae,36,14,13.2046,17.64254813,1.11056186,warm
Lobospira bicuspidata,Brown algae,Macroalgae,13,25,13.1917,18.27269276,0.900681584,warm
Pachydictyon paniculatum,Brown algae,Macroalgae,11,35,13.12797,18.61142293,1.114901239,warm
Zonaria angustata,Brown algae,Macroalgae,150,18,13.50978,16.68898114,1.072018688,cool
Zonaria spiralis,Brown algae,Macroalgae,150,22,13.15565,16.90911409,0.877342347,cool
Durvillaea potatorum,Brown algae,Macroalgae,30,800,5.35914,14.51131933,1.428788276,cool
Xiphophora chondrophylla,Brown algae,Macroalgae,8,30,7.72807,15.41768175,1.272821108,cool
Xiphophora gladiata,Brown algae,Macroalgae,18,100,4.17921,14.3466797,1.507420068,cool
Macrocystis pyrifera,Brown algae,Macroalgae,28,3500,12.92248,14.65460303,1.285023478,cool
Ecklonia radiata,Brown algae,Macroalgae,44,200,13.66936,16.83632575,0.994669697,cool
Lessonia corrugata,Brown algae,Macroalgae,20,200,3.51499,14.23250985,1.586590637,cool
Acrocarpia paniculata,Brown algae,Macroalgae,42,150,11.24113,15.65207882,1.135511814,cool
Carpoglossum confluens,Brown algae,Macroalgae,40,200,9.26557,14.72054221,1.312074953,cool
Caulocystis cephalornithos,Brown algae,Macroalgae,7,100,13.11246,15.68577018,1.266661804,cool
Caulocystis uvifera,Brown algae,Macroalgae,14,60,12.95783,16.75484641,1.12985474,cool
Cystophora expansa,Brown algae,Macroalgae,132,60,10.31406,16.45406357,0.870379097,cool
Cystophora monilifera,Brown algae,Macroalgae,132,100,10.87269,16.29072915,1.127777888,cool
Cystophora moniliformis,Brown algae,Macroalgae,132,400,12.79101,16.17238939,1.024067803,cool
Cystophora platylobium,Brown algae,Macroalgae,132,400,10.61839,14.92201933,1.264443123,cool
Cystophora racemosa,Brown algae,Macroalgae,10,100,12.41287,19.02435101,1.180157205,warm
Cystophora retorta,Brown algae,Macroalgae,132,120,10.00214,16.62594345,0.879698985,cool
Cystophora retroflexa,Brown algae,Macroalgae,132,200,9.74736,15.61892383,1.168054433,cool
Cystophora subfarcinata,Brown algae,Macroalgae,132,200,11.15667,15.89001695,0.832979228,cool
Platythalia angustifolia,Brown algae,Macroalgae,5,80,13.12776,20.11286163,1.0099058379999999,warm
Sargassum decipiens,Brown algae,Macroalgae,100,50,13.13696,15.70219172,1.057271021,cool
Sargassum fallax,Brown algae,Macroalgae,100,100,13.29589,17.36373227,1.111468592,cool
Sargassum heteromorphum,Brown algae,Macroalgae,100,45,12.44563,16.87346611,0.838332163,cool
Sargassum lacerifolium,Brown algae,Macroalgae,12,60,12.97985,19.01246942,0.874325653,warm
Sargassum ligulatum,Brown algae,Macroalgae,10,50,3.98236,21.23830855,0.669271287,warm
Sargassum linearifolium,Brown algae,Macroalgae,50,50,12.91761,19.74060311,1.176812249,warm
Sargassum sonderi,Brown algae,Macroalgae,100,50,12.87241,15.47947899,1.173771612,cool
Sargassum spinuligerum,Brown algae,Macroalgae,34,60,12.46195,18.64697488,0.944563156,warm
Sargassum varians,Brown algae,Macroalgae,100,50,12.79101,15.76666142,1.007835015,cool
Sargassum verruculosum,Brown algae,Macroalgae,100,100,13.29338,15.39501321,1.004680809,cool
Sargassum vestitum,Brown algae,Macroalgae,100,150,8.26684,15.34622284,1.206489984,cool
Colpomenia peregrina,Brown algae,Macroalgae,6,25,13.13705,17.75629142,1.401444959,warm
Colpomenia sinuosa,Brown algae,Macroalgae,5,15,13.1731,18.35686352,1.19613818,warm
Hydroclathrus clathratus,Brown algae,Macroalgae,25,35,11.03197,20.04299145,1.126111079,warm
Phyllospora comosa,Brown algae,Macroalgae,30,300,8.62831,15.5579159,1.329275211,cool
Scytothalia dorycarpa,Brown algae,Macroalgae,44,200,6.57307,19.74327853,0.701259878,warm
Seirococcus axillaris,Brown algae,Macroalgae,12,200,8.99357,15.49215136,1.224543452,cool
Carpomitra costata,Brown algae,Macroalgae,38,35,8.04563,15.04775594,1.272313265,cool
Perithalia caudata,Brown algae,Macroalgae,18,100,8.12983,14.95258734,1.262190944,cool
Halopteris paniculata,Brown algae,Macroalgae,13,30,11.26193,15.39920754,1.105541633,cool
Caulerpa brownii,Green algae,Macroalgae,42,40,13.38001,15.92543097,1.091758091,cool
Caulerpa cactoides,Green algae,Macroalgae,38,40,13.20505,19.22229363,1.211906526,warm
Caulerpa flexilis,Green algae,Macroalgae,40,30,13.50747,16.71738934,1.062992136,cool
Caulerpa geminata,Green algae,Macroalgae,25,15,13.40452,17.0737792,1.217556495,cool
Caulerpa longifolia,Green algae,Macroalgae,40,30,13.40452,16.73703072,1.228240227,cool
Caulerpa obscura,Green algae,Macroalgae,35,30,13.1886,18.28389152,0.929853189,warm
Caulerpa scalpelliformis,Green algae,Macroalgae,36,20,13.23913,16.83543145,1.104766591,cool
Caulerpa simpliciuscula,Green algae,Macroalgae,38,30,13.40452,16.5537771,1.121340065,cool
Caulerpa trifaria,Green algae,Macroalgae,31,25,8.98842,14.94615037,1.342018039,cool
Chaetomorpha coliformis,Green algae,Macroalgae,15,60,4.84364,14.2602005,2.112290244,cool
Codium harveyi,Green algae,Macroalgae,30,30,13.1704,17.55894954,1.468955727,warm
Codium lucasii,Green algae,Macroalgae,5,2,12.942,18.84785352,1.321610595,warm
Codium pomoides,Green algae,Macroalgae,20,12,13.45011,15.15133721,1.176374327,cool
Halimeda cuneata,Green algae,Macroalgae,7,15,6.61645,21.15667101,0.804467357,warm
Apjohnia laetevirens,Green algae,Macroalgae,30,25,13.12197,16.108787,1.196968245,cool
Betaphycus speciosum,Red algae,Macroalgae,50,15,0.7104,21.27630482,0.714344435,warm
Echinothamnion hystrix,Red algae,Macroalgae,24,35,13.21285,16.13285461,1.287046129,cool
Gelidium asperum,Red algae,Macroalgae,20,40,8.06833,15.00760868,1.346785765,cool
Gelidium australe,Red algae,Macroalgae,13,30,13.26075,15.79784102,1.211129688,cool
Hypnea ramentacea,Red algae,Macroalgae,25,25,13.30104,18.06957188,1.290748784,warm
Jania micrarthrodia,Red algae,Macroalgae,6,6,13.30104,16.93236157,1.248238186,cool
Laurencia elata,Red algae,Macroalgae,40,25,13.47772,16.41216205,1.16361743,cool
Laurencia majuscula,Red algae,Macroalgae,20,10,13.13889,18.92201608,1.252244098,warm
Neurymenia fraxinifolia,Red algae,Macroalgae,25,28,0.7104,21.27393596,0.714344435,warm
Polyopes constrictus,Red algae,Macroalgae,16,20,8.54539,14.84576275,1.285240958,cool
Hennedya crispa,Red algae,Macroalgae,20,20,4.30747,20.73859937,0.70617277,warm
Callophycus dorsifer,Red algae,Macroalgae,30,30,4.2599,20.95978099,0.669271287,warm
Callophycus laxus,Red algae,Macroalgae,20,30,6.13126,15.49789028,1.584429025,cool
Callophycus oppositifolius,Red algae,Macroalgae,38,30,5.24712,20.82483952,0.703345132,warm
Ballia callitricha,Red algae,Macroalgae,50,36,10.92821,14.93771011,1.17786044,cool
Asparagopsis armata,Red algae,Macroalgae,10,25,13.40452,17.66461931,1.128384008,warm
Asparagopsis taxiformis,Red algae,Macroalgae,19,30,4.14154,20.99037304,1.095253462,warm
Delisea pulchra,Red algae,Macroalgae,25,60,13.47772,16.64396293,1.163047884,cool
Ptilonia australasica,Red algae,Macroalgae,60,20,9.4668,14.57913052,1.344551733,cool
